Refinado,0.7919
Entrometido,0.7910
Colorido,0.7905
Decisivo,0.7878
Lujoso,0.7833
Colosal,0.7818
Loco,0.7809
Indómito,0.7754
Horrible,0.7696
Beneficioso,0.7694
Adepto,0.7682
Histriónico,0.7676
Incómodo,0.7668
Tarde,0.7638
Creativo,0.7608
Caritativo,0.7557
Fantástico,0.7515
Flaco,0.7485
Persistente,0.7460
Discreto,0.7424
Ocioso,0.7393
Farsante,0.7381
Orientado,0.7381
Incrédulo,0.7376
Redondo,0.7365
Apropiado,0.7329
Acertado,0.7320
Invencible,0.7312
Justo,0.7311
Único,0.7280
Decidido,0.7244
Peligroso,0.7243
Alegre,0.7212
Monótono,0.7211
Seguro,0.7209
Detallado,0.7177
Perseverante,0.7074
Salvaje,0.7058
Sereno,0.7028
Valioso,0.7023
Dedicado,0.7020
Esperanzado,0.7014
Modesto,0.7013
Robusto,0.7001
Moderno,0.6983
Posible,0.6980
Fugaz,0.6967
Sustancial,0.6948
Trivial,0.6939
Irresponsable,0.6920
Tímido,0.6916
Exótico,0.6916
Arrugado,0.6907
Abstracto,0.6891
Largo,0.6886
Tacaño,0.6865
Virtuoso,0.6865
Organizado,0.6858
Dispuesto,0.6823
Orgulloso,0.6818
Honesto,0.6804
Directo,0.6781
Codicioso,0.6729
Rígido,0.6716
Agradable,0.6712
Adaptable,0.6694
Coherente,0.6692
Nuevo,0.6691
Improbable,0.6620
Desordenado,0.6585
Poderoso,0.6576
Equivocado,0.6572
Bueno,0.6527
Vacío,0.6484
Popular,0.6483
Afortunado,0.6481
Fresco,0.6423
Original,0.6381
Agradecido,0.6364
Inmenso,0.6355
Razonable,0.6355
Banal,0.6311
Ansioso,0.6288
Sucinto,0.6256
Aseado,0.6252
Cómodo,0.6244
Retrasado,0.6231
Engreído,0.6224
Monstruoso,0.6182
Congelado,0.6163
Insostenible,0.6140
Inmejorable,0.6139
Perpetuo,0.6128
Tenebroso,0.6077
Artístico,0.6033
Elusivo,0.6010
Infeliz,0.5997
Apasionado,0.5961
Alerta,0.5953
Querido,0.5942
Excitable,0.5908
Egoísta,0.5830
Esencial,0.5802
Intrépido,0.5795
Desastroso,0.5785
Frágil,0.5776
Estrecho,0.5723
Genial,0.5681
Complejo,0.5677
Imaginario,0.5653
Diligente,0.5629
Emprendedor,0.5618
Honrado,0.5618
Débil,0.5614
Ingenuo,0.5609
Culto,0.5607
Entusiasta,0.5584
Ambiguo,0.5565
Asegurado,0.5562
Genuino,0.5560
Notable,0.5532
Calmado,0.5488
Formal,0.5483
Difuso,0.5471
Terco,0.5457
Agresivo,0.5450
Avaro,0.5405
Claro,0.5391
Clásico,0.5329
Voraz,0.5326
Tirano,0.5286
Beligerante,0.5279
Honorable,0.5243
Frugal,0.5222
Inútil,0.5216
Instintivo,0.5208
Contento,0.5168
Gregario,0.5154
Infame,0.5107
Común,0.5059
Odioso,0.5038
Capaz,0.5035
Cansado,0.5030
Activo,0.5017
Egocéntrico,0.4998
Burlón,0.4940
Útil,0.4898
Básico,0.4896
Sabio,0.4893
Inculto,0.4864
Rápido,0.4817
Increíble,0.4814
Acogedor,0.4793
Despistado,0.4772
Infinito,0.4770
Temprano,0.4759
Sobrio,0.4701
Reconocido,0.4658
Productivo,0.4651
Apático,0.4604
Distante,0.4534
Nutritivo,0.4524
Válido,0.4509
Potente,0.4497
Primero,0.4471
Atento,0.4445
Firme,0.4433
Complicado,0.4420
Jugoso,0.4384
Agrandado,0.4376
Juguetón,0.4346
Misterioso,0.4310
Dulce,0.4298
Minucioso,0.4294
Intangible,0.4285
Confuso,0.4261
Eterno,0.4241
Alucinante,0.4240
Energético,0.4225
Turbulento,0.4174
Feliz,0.4171
Pulido,0.4168
Imaginativo,0.4168
Objetivo,0.4156
Lindo,0.4149
Compuesto,0.4139
Efusivo,0.4137
Avanzado,0.4132
Desnudo,0.4115
Informal,0.4059
Perfecto,0.4059
Antiguo,0.4045
Emocionante,0.4031
Motivador,0.4028
Inconveniente,0.4009
Atrevido,0.3955
Gigantesco,0.3924
Simple,0.3908
Envidioso,0.3891
Privado,0.3831
Dañino,0.3824
Angelical,0.3822
Laxo,0.3789
Atractivo,0.3777
Perenne,0.3770
Funcional,0.3756
Asombroso,0.3755
Impactante,0.3754
Sencillo,0.3736
Culpable,0.3717
Lento,0.3711
Afable,0.3710
Inseguro,0.3664
Amargado,0.3580
Tenaz,0.3568
Respetuoso,0.3551
Escarchado,0.3528
Ejemplar,0.3482
Estimulante,0.3469
Peludo,0.3455
Desconfiado,0.3367
Abrumado,0.3334
Excepcional,0.3262
Celebrado,0.3233
Inofensivo,0.3218
Apto,0.3218
Delgado,0.3205
Impecable,0.3202
Impulsivo,0.3201
Resentido,0.3192
Etéreo,0.3187
Escalofriante,0.3181
Imprescindible,0.3158
Ético,0.3120
Crítico,0.3093
Maduro,0.3082
Fiel,0.3064
Despiadado,0.3049
Astuto,0.3043
Indeleble,0.3036
Impenetrable,0.3032
Familiar,0.3018
Inmaculado,0.3010
Regular,0.2999
Animado,0.2938
Abismal,0.2924
Victorioso,0.2893
Burbujeante,0.2888
Bello,0.2851
Despilfarrador,0.2822
Precioso,0.2816
Positivo,0.2807
Precavido,0.2782
Amplio,0.2761
Sútil,0.2753
Cruel,0.2751
Sagaz,0.2748
Afilado,0.2703
Inteligente,0.2684
Masivo,0.2670
Cuidadoso,0.2560
Costoso,0.2553
Cordial,0.2544
Considerado,0.2541
Prestigioso,0.2501
Necesario,0.2491
Indefenso,0.2455
Eficaz,0.2450
Desafiante,0.2444
Eufórico,0.2443
Celoso,0.2430
Sinigual,0.2409
Ancho,0.2399
Leal,0.2333
Oscuro,0.2310
Bonito,0.2231
Alargado,0.2212
Desolado,0.2184
Metódico,0.2157
Difícil,0.2148
Cooperativo,0.2146
Coordinado,0.2138
Previsor,0.2126
Detallista,0.2107
Torpe,0.2089
Fenomenal,0.2057
Breve,0.2050
Lógico,0.2050
Desafortunado,0.2048
Cortés,0.2046
Enfocado,0.2045
Profundo,0.2037
Anclado,0.2004
Iluminado,0.1984
Encantador,0.1979
Hábil,0.1969
Práctico,0.1948
Definido,0.1948
Simpático,0.1946
Maravilloso,0.1932
Problemático,0.1920
Oculto,0.1901
Pacífico,0.1875
Agotado,0.1861
Puntual,0.1859
Dotado,0.1839
Espinoso,0.1790
Imperfecto,0.1745
Independiente,0.1728
Experimentado,0.1707
Crocante,0.1652
Divertido,0.1631
Fortuito,0.1598
Angustiado,0.1597
Impresionante,0.1594
Consciente,0.1579
Luminoso,0.1551
Incólume,0.1538
Dependiente,0.1520
Gélido,0.1474
Elegante,0.1460
Invicto,0.1446
Enorme,0.1433
Desconsiderado,0.1427
Dramático,0.1372
Corrupto,0.1343
Oxidado,0.1317
Informado,0.1289
Lunático,0.1255
Estricto,0.1241
Lucrativo,0.1205
Descriptivo,0.1161
Adorable,0.1150
Cauteloso,0.1102
Despreciable,0.1086
Despreocupado,0.1079
Amarillento,0.1023
Juvenil,0.1008
Enfermizo,0.0949
Intolerante,0.0906
Magnánimo,0.0903
Inmediato,0.0894
Fluido,0.0887
Defensivo,0.0825
Ordenado,0.0818
Estéril,0.0811
Vibrante,0.0795
Extraño,0.0788
Cursi,0.0785
Repentino,0.0737
Preciso,0.0723
Insoportable,0.0714
Recto,0.0707
Famoso,0.0705
Preocupante,0.0686
Ambicioso,0.0682
Compasivo,0.0639
Llamativo,0.0636
Convencional,0.0611
Realista,0.0600
Ruidoso,0.0593
Demente,0.0586
Aclamado,0.0539
Frecuente,0.0511
Paciente,0.0511
Afectuoso,0.0510
Extrovertido,0.0495
Elaborado,0.0493
Delicioso,0.0481
Abundante,0.0466
Limpio,0.0466
Constante,0.0413
Eminente,0.0384
Diferente,0.0351
Libre,0.0334
Interesante,0.0309
Experto,0.0304
Mentiroso,0.0290
Alarmante,0.0285
Fuerte,0.0261
Amable,0.0223
Glamoroso,0.0211
Sofisticado,0.0201
Descuidado,0.0191
Solemne,0.0125
Completo,0.0114
Tolerante,0.0107
