Imperfecto,0.1821
Angustiado,0.1754
Experimentado,0.1737
Consciente,0.1724
Crocante,0.1718
Divertido,0.1710
Impresionante,0.1615
Luminoso,0.1610
Fortuito,0.1584
Dependiente,0.1532
Gélido,0.1530
Invicto,0.1522
Elegante,0.1513
Enorme,0.1511
Desconsiderado,0.1508
Dramático,0.1427
Corrupto,0.1422
Incólume,0.1404
Lunático,0.1341
Estricto,0.1319
Informado,0.1302
Oxidado,0.1280
Adorable,0.1227
Cauteloso,0.1217
Descriptivo,0.1206
Lucrativo,0.1203
Amarillento,0.1114
Despreocupado,0.1105
Despreciable,0.1090
Juvenil,0.1009
Enfermizo,0.0922
Intolerante,0.0910
Inmediato,0.0897
Fluido,0.0892
Extraño,0.0815
Estéril,0.0810
Preciso,0.0805
Magnánimo,0.0803
Defensivo,0.0802
Cursi,0.0802
Ordenado,0.0801
Vibrante,0.0793
Famoso,0.0724
Preocupante,0.0712
Recto,0.0708
Insoportable,0.0705
Repentino,0.0696
Ambicioso,0.0686
Ruidoso,0.0613
Llamativo,0.0608
Realista,0.0607
Demente,0.0606
Convencional,0.0602
Compasivo,0.0601
Extrovertido,0.0520
Delicioso,0.0511
Limpio,0.0510
Afectuoso,0.0505
Aclamado,0.0504
Paciente,0.0504
Elaborado,0.0503
Abundante,0.0490
Frecuente,0.0487
Diferente,0.0409
Eminente,0.0406
Constante,0.0403
Libre,0.0395
Fuerte,0.0325
Experto,0.0309
Alarmante,0.0306
Mentiroso,0.0295
Interesante,0.0291
Amable,0.0207
Sofisticado,0.0197
Glamoroso,0.0195
Descuidado,0.0191
Tolerante,0.0104
Completo,0.0102
Solemne,0.0101
